name,correctAns,keypad,thisN,thisTrialN,thisRepN,key_resp_A1.keys,key_resp_A1.corr,key_resp_A1.rt,key_resp_A1.duration,key_resp_A2.keys,key_resp_A2.corr,key_resp_A2.rt,key_resp_A2.duration,words,key_resp_B1.keys,key_resp_B1.corr,key_resp_B1.rt,key_resp_B1.duration,key_resp_B2.keys,key_resp_B2.corr,key_resp_B2.rt,key_resp_B2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,welcome.started,key_resp_22.started,Welcome.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,Introduction.started,key_resp.started,information.started,Introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reminder_A1.started,key_resp_2.started,image_a1.started,reminder_A1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,ISI1500_A1.started,background_A.started,text_ISI1500_A1.started,ISI1500_A1.stopped,practice_Task_A1.started,background_A_2.started,text_A1.started,key_resp_A1.started,practice_Task_A1.stopped,trials.key_resp_A1.keys,trials.key_resp_A1.corr,trials.key_resp_A1.rt,trials.key_resp_A1.duration,feedback_A1.started,feedback_A1.stopped,ISI250_A1.started,background_A_4.started,text_ISI250_A1.started,ISI250_A1.stopped,background_A_3.started,feedback_text_A1.started,score_A1.started,score_A1_text.started,key_resp_score.started,score_A1.stopped,key_resp_score.keys,key_resp_score.rt,key_resp_score.duration,reminder_A2.started,key_resp_23.started,image_a2.started,reminder_A2.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,record_Task_A2.started,background_A_5.started,text_A2.started,key_resp_A2.started,record_Task_A2.stopped,trials_4.key_resp_A2.keys,trials_4.key_resp_A2.corr,trials_4.key_resp_A2.rt,trials_4.key_resp_A2.duration,feedback_A2.started,feedback_A2.stopped,background_A_6.started,feedback_text_A2.started,background_A_6.stopped,feedback_text_A2.stopped,background_A_4.stopped,text_ISI250_A1.stopped,score_A2.started,score_A2_text.started,key_resp_3.started,score_A2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,reminder_B1.started,key_resp_24.started,image_b1.started,reminder_B1.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,ISI1500_B1.started,background_B.started,text_ISI1500_B1.started,ISI1500_B1.stopped,practice_Task_B1.started,background_B_2.started,text_B1.started,key_resp_B1.started,practice_Task_B1.stopped,trials_7.key_resp_B1.keys,trials_7.key_resp_B1.corr,trials_7.key_resp_B1.rt,trials_7.key_resp_B1.duration,feedback_B1.started,feedback_B1.stopped,ISI250_B1.started,background_B_4.started,text_ISI250_B1.started,ISI250_B1.stopped,background_B_4.stopped,text_ISI250_B1.stopped,background_B_3.started,feedback_text_B1.started,background_B_3.stopped,feedback_text_B1.stopped,score_B1.started,score_B1_text.started,key_resp_6.started,score_B1.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,reminder_B2.started,key_resp_25.started,image_b2.started,reminder_B2.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.duration,background_B.stopped,text_ISI1500_B1.stopped,record_Task_B2.started,background_B_6.started,text_B2.started,key_resp_B2.started,record_Task_B2.stopped,trials_2.key_resp_B2.keys,trials_2.key_resp_B2.corr,trials_2.key_resp_B2.rt,trials_2.key_resp_B2.duration,feedback_B2.started,feedback_B2.stopped,background_B_5.started,feedback_text_B2.started,background_B_5.stopped,feedback_text_B2.stopped,score_B2.started,score_B2_text.started,key_resp_4.started,score_B2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,reminder_C1.started,key_resp_26.started,image_c1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Tsukimoto,right,l,4,4,0,,,,,l,1,0.467488250000315,None,,,,,,,,,,,,,,0,4,4,32,,,,,,,,,63.82427420899876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.29811366699869,64.31025379199855,64.31025379199855,64.53866341699904,,,,,,,,,,,,,,,,,63.81642233399907,63.82427420899876,63.82427420899876,63.82427420899876,64.2978884589993,l,1,0.467488250000315,None,64.29802616699999,64.29807699999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Bhak,left,a,5,5,0,,,,,a,1,0.4827644169999985,None,,,,,,,,,,,,,,0,5,5,21,,,,,,,,,64.55003116700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04057454199938,65.05219070899875,65.05219070899875,65.27997729199888,,,,,,,,,,,,,,,,,64.5421353749989,64.55003116700027,64.55003116700027,64.55003116700027,65.04034866700022,a,1,0.4827644169999985,None,65.0404867090001,65.04053891699914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kwon,left,a,6,6,0,,,,,a,1,0.4202481659995101,None,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,65.30526329199893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.73182466700018,65.74600587500026,65.74600587500026,65.972172709,,,,,,,,,,,,,,,,,65.28363733399965,65.30526329199893,65.30526329199893,65.30526329199893,65.73159766699973,a,1,0.4202481659995101,None,65.73173529199994,65.73178799999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hwang,left,a,7,7,0,,,,,a,1,0.5259019999994052,None,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,65.98372183399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51429104199997,66.52630274999865,66.52630274999865,66.75517037499958,,,,,,,,,,,,,,,,,65.9758931669985,65.98372183399988,65.98372183399988,65.98372183399988,66.51406612499886,a,1,0.5259019999994052,None,66.51420249999865,66.51425416699931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hwangbo,left,a,8,8,0,,,,,a,1,0.939188500000455,None,,,,,,,,,,,,,,0,8,8,20,,,,,,,,,66.76681816699966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71396187499886,67.72601866699915,67.72601866699915,67.95539241699953,,,,,,,,,,,,,,,,,66.75876020899886,66.76681816699966,66.76681816699966,66.76681816699966,67.71374595899943,a,1,0.939188500000455,None,67.71387491699898,67.71392608399947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Jung,left,a,9,9,0,,,,,a,1,0.4924415829991631,None,,,,,,,,,,,,,,0,9,9,18,,,,,,,,,67.96672258399849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46554679200017,68.4794858339992,68.4794858339992,68.70584654199956,,,,,,,,,,,,,,,,,67.95897616699949,67.96672258399849,67.96672258399849,67.96672258399849,68.46530979199997,a,1,0.4924415829991631,None,68.46545879199948,68.46551075000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hitaka,right,l,10,10,0,,,,,a,0,0.4936904579990369,None,,,,,,,,,,,,,,0,10,10,25,,,,,,,,,68.71833991699896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.52196562499921,69.52972258399859,69.52972258399859,69.75579987499987,,,,,,,,,,,,,,,,,68.71046454199859,68.71833991699896,68.71833991699896,68.71833991699896,69.21495304199925,a,0,0.4936904579990369,None,69.21508954199999,69.5219118749992,69.23055437499897,69.23055437499897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Namikawa,right,l,11,11,0,,,,,l,1,0.4769113330003165,None,,,,,,,,,,,,,,0,11,11,44,,,,,,,,,69.76789999999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.24765512500016,70.25962162499854,70.25962162499854,70.48923024999931,,,,,,,,,,,,,,,,,69.76012599999922,69.76789999999892,69.76789999999892,69.76789999999892,70.24742199999855,l,1,0.4769113330003165,None,70.24756320899905,70.24761549999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Fukuyama,right,l,12,12,0,,,,,a,0,0.3878523750008753,None,,,,,,,,,,,,,,0,12,12,39,,,,,,,,,70.50117270899864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.19618004199947,71.20508104199871,71.20508104199871,71.4393224589985,,,,,,,,,,,,,,,,,70.49322966699947,70.50117270899864,70.50117270899864,70.50117270899864,70.89838070899896,a,0,0.3878523750008753,None,70.89851716699923,71.19611291699948,70.91061829199862,70.91061829199862,71.20508104199871,71.20508104199871,71.4511516249986,71.4511516249986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kushibashi,right,l,13,13,0,,,,,l,1,0.6148647499994695,None,,,,,,,,,,,,,,0,13,13,33,,,,,,,,,71.4511516249986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.07384670899955,72.08552608399987,72.08552608399987,72.31317554199995,,,,,,,,,,,,,,,,,71.44327870899906,71.4511516249986,71.4511516249986,71.4511516249986,72.07360562499889,l,1,0.6148647499994695,None,72.07375579200016,72.07380987499891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kitayama,right,l,14,14,0,,,,,l,1,0.481131667000227,None,,,,,,,,,,,,,,0,14,14,45,,,,,,,,,72.32596912499866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8146728339998,72.82662529200024,72.82662529200024,73.05530954200003,,,,,,,,,,,,,,,,,72.31761058399934,72.32596912499866,72.32596912499866,72.32596912499866,72.81445124999846,l,1,0.481131667000227,None,72.81458437499896,72.81463595899913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sunwoo,left,a,15,15,0,,,,,a,1,0.35903570799928275,None,,,,,,,,,,,,,,0,15,15,8,,,,,,,,,73.06680383399907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.43146549999983,73.44335512499856,73.44335512499856,73.67213562500001,,,,,,,,,,,,,,,,,73.05886345899853,73.06680383399907,73.06680383399907,73.06680383399907,73.43124924999938,a,1,0.35903570799928275,None,73.43138016699959,73.43143079199945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kuzumaki,right,l,16,16,0,,,,,l,1,0.3460044999992533,None,,,,,,,,,,,,,,0,16,16,35,,,,,,,,,73.684867209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0408648749999,74.05280504199982,74.05280504199982,74.27981954200004,,,,,,,,,,,,,,,,,73.67702533400006,73.684867209,73.684867209,73.684867209,74.04058166699906,l,1,0.3460044999992533,None,74.04075287500018,74.04081841699917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Choung,left,a,17,17,0,,,,,a,1,0.25574041599975317,None,,,,,,,,,,,,,,0,17,17,3,,,,,,,,,74.30550033399959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5651955839985,74.57711679199929,74.57711679199929,74.80583316699995,,,,,,,,,,,,,,,,,74.28385179199904,74.30550033399959,74.30550033399959,74.30550033399959,74.56496291700023,a,1,0.25574041599975317,None,74.56510125000023,74.56515979199867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Chong,left,a,18,18,0,,,,,l,0,0.22650404199885088,None,,,,,,,,,,,,,,0,18,18,23,,,,,,,,,74.81757804199879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.34695945899875,75.35456295899894,75.35456295899894,75.589253791999,,,,,,,,,,,,,,,,,74.80963029199847,74.81757804199879,74.81757804199879,74.81757804199879,75.04795758399996,l,0,0.22650404199885088,None,75.04810374999943,75.34690166699875,75.06045937499948,75.06045937499948,75.35456295899894,75.35456295899894,75.60127320899846,75.60127320899846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Fujimoto,right,l,19,19,0,,,,,a,0,0.029034542001681984,None,,,,,,,,,,,,,,0,19,19,37,,,,,,,,,75.60127320899846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93064108399994,75.93852845899892,75.93852845899892,76.17266916699919,,,,,,,,,,,,,,,,,75.593360208999,75.60127320899846,75.60127320899846,75.60127320899846,75.63247841699922,a,0,0.029034542001681984,None,75.63261841699932,75.93059195899878,75.64569487500012,75.64569487500012,75.93852845899892,75.93852845899892,76.18487120899954,76.18487120899954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Fukamachi,right,l,20,20,0,,,,,l,1,0.4415915000008681,None,,,,,,,,,,,,,,0,20,20,27,,,,,,,,,76.18487120899954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63131779200012,76.6434414589985,76.6434414589985,76.87218004199894,,,,,,,,,,,,,,,,,76.17694099999972,76.18487120899954,76.18487120899954,76.18487120899954,76.63109441699999,l,1,0.4415915000008681,None,76.63122995899903,76.63128204199893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Samukawa,right,l,21,21,0,,,,,l,1,0.5654230410000309,None,,,,,,,,,,,,,,0,21,21,40,,,,,,,,,76.88411679199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45757975000015,77.4694017089987,77.4694017089987,77.69624887499958,,,,,,,,,,,,,,,,,76.87615870899936,76.88411679199999,76.88411679199999,76.88411679199999,77.4572990839988,l,1,0.5654230410000309,None,77.45747004199984,77.4575348749986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Yoon,left,a,22,22,0,,,,,a,1,0.6113564999996015,None,,,,,,,,,,,,,,0,22,22,0,,,,,,,,,77.70786212500025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.32384745899981,78.33568516699961,78.33568516699961,78.56336666700008,,,,,,,,,,,,,,,,,77.69986699999936,77.70786212500025,77.70786212500025,77.70786212500025,78.32356283399895,a,1,0.6113564999996015,None,78.32373212499988,78.32380116700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Harashima,right,l,23,23,0,,,,,l,1,0.4400556670007063,None,,,,,,,,,,,,,,0,23,23,41,,,,,,,,,78.58897195899954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.03182679199926,79.0437642500001,79.0437642500001,79.27261204199931,,,,,,,,,,,,,,,,,78.56757275000018,78.58897195899954,78.58897195899954,78.58897195899954,79.03160545899846,l,1,0.4400556670007063,None,79.03173983399938,79.03179108399854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Whang,left,a,24,24,0,,,,,a,1,0.4630815419986902,None,,,,,,,,,,,,,,0,24,24,9,,,,,,,,,79.28433229199982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.75796637500025,79.76913599999898,79.76913599999898,79.99663041699932,,,,,,,,,,,,,,,,,79.27651666699967,79.28433229199982,79.28433229199982,79.28433229199982,79.75771720899866,a,1,0.4630815419986902,None,79.75787799999853,79.75793016699936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kamakura,right,l,25,25,0,,,,,l,1,0.5119271669991576,None,,,,,,,,,,,,,,0,25,25,43,,,,,,,,,80.02224166699853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.54072633399846,80.55239012499987,80.55239012499987,80.7800691249995,,,,,,,,,,,,,,,,,80.00083787499898,80.02224166699853,80.02224166699853,80.02224166699853,80.5404897089993,l,1,0.5119271669991576,None,80.54063979199964,80.5406910419988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Choe,left,a,26,26,0,,,,,a,1,0.3744712919997255,None,,,,,,,,,,,,,,0,26,26,6,,,,,,,,,80.79140941699916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.17362895899896,81.18514341699847,81.18514341699847,81.41378558399992,,,,,,,,,,,,,,,,,80.78344166699935,80.79140941699916,80.79140941699916,80.79140941699916,81.17340100000001,a,1,0.3744712919997255,None,81.17354062499908,81.17359183400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Miyamatsu,right,l,27,27,0,,,,,l,1,0.4805207910012541,None,,,,,,,,,,,,,,0,27,27,49,,,,,,,,,81.42738262499915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.91634887500004,81.92971845899956,81.92971845899956,82.15560820899918,,,,,,,,,,,,,,,,,81.41909820899855,81.42738262499915,81.42738262499915,81.42738262499915,81.91611433399885,l,1,0.4805207910012541,None,81.91625662499973,81.91631220899944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kang,left,a,28,28,0,,,,,a,1,0.40453608299867483,None,,,,,,,,,,,,,,0,28,28,19,,,,,,,,,82.16908841700024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58129674999873,82.59327629200016,82.59327629200016,82.822437584,,,,,,,,,,,,,,,,,82.1609695419993,82.16908841700024,82.16908841700024,82.16908841700024,82.58107558399934,a,1,0.40453608299867483,None,82.5812079999996,82.58126070899925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Maeng,left,a,29,29,0,,,,,a,1,0.4239426670010289,None,,,,,,,,,,,,,,0,29,29,4,,,,,,,,,82.83412895899892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.26491687499947,83.2770100839989,83.2770100839989,83.5059967090001,,,,,,,,,,,,,,,,,82.82622300000003,82.83412895899892,82.83412895899892,82.83412895899892,83.264696541999,a,1,0.4239426670010289,None,83.2648294999999,83.26487987499968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Takasawa,right,l,30,30,0,,,,,l,1,0.46062479200008966,None,,,,,,,,,,,,,,0,30,30,36,,,,,,,,,83.51821404200018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.98146183399876,83.99342312499903,83.99342312499903,84.22267616699901,,,,,,,,,,,,,,,,,83.51032058399869,83.51821404200018,83.51821404200018,83.51821404200018,83.98123662499893,l,1,0.46062479200008966,None,83.98137424999913,83.98142595900026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Yamamoto,right,l,31,31,0,,,,,l,1,0.40183620900097594,None,,,,,,,,,,,,,,0,31,31,28,,,,,,,,,84.23437874999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.64036674999988,84.64783583399912,84.64783583399912,84.88031254199996,,,,,,,,,,,,,,,,,84.22660974999962,84.23437874999945,84.23437874999945,84.23437874999945,84.64014466699882,l,1,0.40183620900097594,None,84.64027962499858,84.64033087499956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Jang,left,a,32,32,0,,,,,a,1,0.47170337500028836,None,,,,,,,,,,,,,,0,32,32,24,,,,,,,,,84.8913172499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.36540195899943,85.37731179199909,85.37731179199909,85.60610820900001,,,,,,,,,,,,,,,,,84.883336375,84.8913172499997,84.8913172499997,84.8913172499997,85.36518133400023,a,1,0.47170337500028836,None,85.36531587499849,85.36536549999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sohn,left,a,33,33,0,,,,,a,1,0.38372520899974916,None,,,,,,,,,,,,,,0,33,33,11,,,,,,,,,85.61753558399869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0076787500002,86.01973733399973,86.01973733399973,86.24624374999985,,,,,,,,,,,,,,,,,85.60963724999965,85.61753558399869,85.61753558399869,85.61753558399869,86.00739787499879,a,1,0.38372520899974916,None,86.00756629199896,86.0076328340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sakata,right,l,34,34,0,,,,,a,0,0.605520749999414,None,,,,,,,,,,,,,,0,34,34,42,,,,,,,,,86.25936079199892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17254125,87.1801100419998,87.1801100419998,87.41352112499953,,,,,,,,,,,,,,,,,86.25082199999997,86.25936079199892,86.25936079199892,86.25936079199892,86.87353062500006,a,0,0.605520749999414,None,86.87366283399933,87.17247858399969,86.88615791699885,86.88615791699885,87.1801100419998,87.1801100419998,87.43918474999919,87.43918474999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Morimoto,right,l,35,35,0,,,,,l,1,0.4799393749999581,None,,,,,,,,,,,,,,0,35,35,48,,,,,,,,,87.43918474999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.92417525000019,87.93577570900015,87.93577570900015,88.16310795899881,,,,,,,,,,,,,,,,,87.4177383339993,87.43918474999919,87.43918474999919,87.43918474999919,87.92394233399864,l,1,0.4799393749999581,None,87.92408637500012,87.92413804199896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
