name,correctAns,keypad,thisN,thisTrialN,thisRepN,key_resp_A1.keys,key_resp_A1.corr,key_resp_A1.rt,key_resp_A1.duration,key_resp_A2.keys,key_resp_A2.corr,key_resp_A2.rt,key_resp_A2.duration,words,key_resp_B1.keys,key_resp_B1.corr,key_resp_B1.rt,key_resp_B1.duration,key_resp_B2.keys,key_resp_B2.corr,key_resp_B2.rt,key_resp_B2.duration,categories,key_resp_C1.keys,key_resp_C1.corr,key_resp_C1.rt,key_resp_C1.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Welcome.started,welcome.started,key_resp_22.started,Welcome.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,Introduction.started,key_resp.started,information.started,Introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reminder_A1.started,key_resp_2.started,image_a1.started,reminder_A1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,ISI1500_A1.started,background_A.started,text_ISI1500_A1.started,ISI1500_A1.stopped,practice_Task_A1.started,background_A_2.started,text_A1.started,key_resp_A1.started,practice_Task_A1.stopped,trials.key_resp_A1.keys,trials.key_resp_A1.corr,trials.key_resp_A1.rt,trials.key_resp_A1.duration,feedback_A1.started,feedback_A1.stopped,ISI250_A1.started,background_A_4.started,text_ISI250_A1.started,ISI250_A1.stopped,background_A_3.started,feedback_text_A1.started,score_A1.started,score_A1_text.started,key_resp_score.started,score_A1.stopped,key_resp_score.keys,key_resp_score.rt,key_resp_score.duration,reminder_A2.started,key_resp_23.started,image_a2.started,reminder_A2.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,record_Task_A2.started,background_A_5.started,text_A2.started,key_resp_A2.started,record_Task_A2.stopped,trials_4.key_resp_A2.keys,trials_4.key_resp_A2.corr,trials_4.key_resp_A2.rt,trials_4.key_resp_A2.duration,feedback_A2.started,feedback_A2.stopped,background_A_6.started,feedback_text_A2.started,background_A_6.stopped,feedback_text_A2.stopped,background_A_4.stopped,text_ISI250_A1.stopped,score_A2.started,score_A2_text.started,key_resp_3.started,score_A2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,reminder_B1.started,key_resp_24.started,image_b1.started,reminder_B1.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,ISI1500_B1.started,background_B.started,text_ISI1500_B1.started,ISI1500_B1.stopped,practice_Task_B1.started,background_B_2.started,text_B1.started,key_resp_B1.started,practice_Task_B1.stopped,trials_7.key_resp_B1.keys,trials_7.key_resp_B1.corr,trials_7.key_resp_B1.rt,trials_7.key_resp_B1.duration,feedback_B1.started,feedback_B1.stopped,ISI250_B1.started,background_B_4.started,text_ISI250_B1.started,ISI250_B1.stopped,background_B_4.stopped,text_ISI250_B1.stopped,background_B_3.started,feedback_text_B1.started,background_B_3.stopped,feedback_text_B1.stopped,score_B1.started,score_B1_text.started,key_resp_6.started,score_B1.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,reminder_B2.started,key_resp_25.started,image_b2.started,reminder_B2.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.duration,background_B.stopped,text_ISI1500_B1.stopped,record_Task_B2.started,background_B_6.started,text_B2.started,key_resp_B2.started,record_Task_B2.stopped,trials_2.key_resp_B2.keys,trials_2.key_resp_B2.corr,trials_2.key_resp_B2.rt,trials_2.key_resp_B2.duration,feedback_B2.started,feedback_B2.stopped,background_B_5.started,feedback_text_B2.started,background_B_5.stopped,feedback_text_B2.stopped,score_B2.started,score_B2_text.started,key_resp_4.started,score_B2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,reminder_C1.started,key_resp_26.started,image_c1.started,reminder_C1.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.duration,ISI1500_C1.started,background_C.started,text_ISI1500_C1.started,ISI1500_C1.stopped,record_Task_C1.started,background_C_2.started,text_C1.started,key_resp_C1.started,record_Task_C1.stopped,trials_3.key_resp_C1.keys,trials_3.key_resp_C1.corr,trials_3.key_resp_C1.rt,trials_3.key_resp_C1.duration,feedback_C1.started,feedback_C1.stopped,ISI250_C1.started,background_C_4.started,text_ISI250_C1.started,background_C_4.stopped,text_ISI250_C1.stopped,ISI250_C1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Kushibashi,right,l,49,49,0,l,1,0.5245916659914656,None,,,,,,,,,,,,,,,,,,,0,49,49,33,,,,,,,,,,,,,,,,,61.517038874997525,,,,,,,,,,,,,,,,,,,,,,,,,,,61.49566112499451,61.517038874997525,61.517038874997525,61.517038874997525,62.05179566598963,l,1,0.5245916659914656,None,62.05193991599663,62.05199554099818,62.05203049999545,62.06365158299741,62.06365158299741,62.29085004099761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.291063374999794,62.320865000001504,62.320865000001504,64.92516154098848,space,2.5990967910038307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92524404099095,64.93809779098956,64.93809779098956,66.10934829099278,space,1.1627115409937687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10944808299246,66.12245324999094,66.12245324999094,67.60048141599691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Namikawa,right,l,0,0,0,,,,,l,1,0.59924595800112,None,,,,,,,,,,,,,,,,,,,0,0,0,44,,,,,,,,,,,,,67.63530916599848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2457534159912,68.2593656659883,68.2593656659883,68.48375516598753,,,,,,,,,,,,,,,,,67.62540099999751,67.63530916599848,67.63530916599848,67.63530916599848,68.24218499999552,l,1,0.59924595800112,None,68.24562449999212,68.24571133298741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Fukamachi,right,l,1,1,0,,,,,l,1,0.5140053750074003,None,,,,,,,,,,,,,,,,,,,0,1,1,27,,,,,,,,,,,,,68.49618529099098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.01879179099342,69.0306113330007,69.0306113330007,69.25747858299292,,,,,,,,,,,,,,,,,68.48813683299522,68.49618529099098,68.49618529099098,68.49618529099098,69.0185531659954,l,1,0.5140053750074003,None,69.01869908299705,69.01875516599102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Chong,left,a,2,2,0,,,,,a,1,0.45588787499582395,None,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,69.26908333299798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7273412909999,69.74109762499575,69.74109762499575,69.9670952079905,,,,,,,,,,,,,,,,,69.2609369999991,69.26908333299798,69.26908333299798,69.26908333299798,69.72710816600011,a,1,0.45588787499582395,None,69.72724770799687,69.72730483299529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Chae,left,a,3,3,0,,,,,a,1,0.5120895409927471,None,,,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,69.97885570798826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.49354758299887,70.50790641599451,70.50790641599451,70.73411512500024,,,,,,,,,,,,,,,,,69.9708975829999,69.97885570798826,69.97885570798826,69.97885570798826,70.49331874999916,a,1,0.5120895409927471,None,70.4934549999889,70.49351149999711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kamakura,right,l,4,4,0,,,,,l,1,0.6057568329997594,None,,,,,,,,,,,,,,,,,,,0,4,4,43,,,,,,,,,,,,,70.74620199999481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35957558298833,71.37155037499906,71.37155037499906,71.60079883299477,,,,,,,,,,,,,,,,,70.73829508299241,70.74620199999481,70.74620199999481,70.74620199999481,71.35934245798853,l,1,0.6057568329997594,None,71.359482749991,71.35953954099386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Whang,left,a,5,5,0,,,,,a,1,0.47595691699825693,None,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,71.6126270829991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.09352450000006,72.10546624999552,72.10546624999552,72.3338569579937,,,,,,,,,,,,,,,,,71.60485949998838,71.6126270829991,71.6126270829991,71.6126270829991,72.09328795799229,a,1,0.47595691699825693,None,72.09342987499258,72.0934872910002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Sakata,right,l,6,6,0,,,,,l,1,0.6352865000080783,None,,,,,,,,,,,,,,,,,,,0,6,6,42,,,,,,,,,,,,,72.3455513749941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98556287499378,72.99743641600071,72.99743641600071,73.22463649998826,,,,,,,,,,,,,,,,,72.33767874998739,72.3455513749941,72.3455513749941,72.3455513749941,72.98525670799427,l,1,0.6352865000080783,None,72.98543195798993,72.98551604099339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kushibashi,right,l,7,7,0,,,,,l,1,0.5057607079943409,None,,,,,,,,,,,,,,,,,,,0,7,7,33,,,,,,,,,,,,,73.23621337499935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.75142254099774,73.76288020799984,73.76288020799984,73.99247462498897,,,,,,,,,,,,,,,,,73.22837033298856,73.23621337499935,73.23621337499935,73.23621337499935,73.7511676659924,l,1,0.5057607079943409,None,73.75130712499958,73.751383040988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Yagimoto,right,l,8,8,0,,,,,l,1,0.4714027919981163,None,,,,,,,,,,,,,,,,,,,0,8,8,30,,,,,,,,,,,,,74.0050594159984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.48534395798924,74.49724937499559,74.49724937499559,74.72481754099135,,,,,,,,,,,,,,,,,73.99651804099267,74.0050594159984,74.0050594159984,74.0050594159984,74.48505124999792,l,1,0.4714027919981163,None,74.48522320800112,74.48529474998941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Chon,left,a,9,9,0,,,,,a,1,0.5460460419999436,None,,,,,,,,,,,,,,,,,,,0,9,9,16,,,,,,,,,,,,,74.73636354100017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.28610191599,75.29798183299135,75.29798183299135,75.52491416598787,,,,,,,,,,,,,,,,,74.72843220799405,74.73636354100017,74.73636354100017,74.73636354100017,75.2858087499917,a,1,0.5460460419999436,None,75.28598345800128,75.2860555829975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Yokomichi,right,l,10,10,0,,,,,l,1,0.5175467499939259,None,,,,,,,,,,,,,,,,,,,0,10,10,26,,,,,,,,,,,,,75.550518249991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07582649998949,76.08775733299262,76.08775733299262,76.31721691599523,,,,,,,,,,,,,,,,,75.52900179100106,75.550518249991,75.550518249991,75.550518249991,76.07559833300184,l,1,0.5175467499939259,None,76.07573433298967,76.0757903749909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kitayama,right,l,11,11,0,,,,,l,1,0.5685558340046555,None,,,,,,,,,,,,,,,,,,,0,11,11,45,,,,,,,,,,,,,76.32902304099116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.90232354099862,76.90986574999988,76.90986574999988,77.14183258300181,,,,,,,,,,,,,,,,,76.32112808300008,76.32902304099116,76.32902304099116,76.32902304099116,76.90203887499229,l,1,0.5685558340046555,None,76.90220737499476,76.90227758299443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Harashima,right,l,12,12,0,,,,,l,1,0.50113020799472,None,,,,,,,,,,,,,,,,,,,0,12,12,41,,,,,,,,,,,,,77.15443958299875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.66044637499726,77.67434466599661,77.67434466599661,77.90093754099507,,,,,,,,,,,,,,,,,77.14626104099443,77.15443958299875,77.15443958299875,77.15443958299875,77.66016624998883,l,1,0.50113020799472,None,77.66033020798932,77.6604013749893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Tsukimoto,right,l,13,13,0,,,,,l,1,0.5379780830116943,None,,,,,,,,,,,,,,,,,,,0,13,13,32,,,,,,,,,,,,,77.91339575000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.46038983299513,78.47475637499883,78.47475637499883,78.70085195799766,,,,,,,,,,,,,,,,,77.9053328329901,77.91339575000165,77.91339575000165,77.91339575000165,78.46009154099738,l,1,0.5379780830116943,None,78.46027049999975,78.46034229100042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Takasawa,right,l,14,14,0,,,,,l,1,0.5313706660090247,None,,,,,,,,,,,,,,,,,,,0,14,14,36,,,,,,,,,,,,,78.71276904099796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25197387499793,79.26360670798749,79.26360670798749,79.49122695799451,,,,,,,,,,,,,,,,,78.70483079100086,78.71276904099796,78.71276904099796,78.71276904099796,79.25172899999598,l,1,0.5313706660090247,None,79.25187270798779,79.25193691599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kawabashi,right,l,15,15,0,,,,,l,1,0.5356788339995546,None,,,,,,,,,,,,,,,,,,,0,15,15,31,,,,,,,,,,,,,79.50456020799174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.04300708298979,80.05513754099957,80.05513754099957,80.28425754098862,,,,,,,,,,,,,,,,,79.49603445798857,79.50456020799174,79.50456020799174,79.50456020799174,80.042772374989,l,1,0.5356788339995546,None,80.0429129999975,80.04296995799814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Hyun,left,a,16,16,0,,,,,a,1,0.5732776670047315,None,,,,,,,,,,,,,,,,,,,0,16,16,2,,,,,,,,,,,,,80.29538754098758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.87633183298749,80.88845229099388,80.88845229099388,81.11718624999048,,,,,,,,,,,,,,,,,80.2876688749966,80.29538754098758,80.29538754098758,80.29538754098758,80.87609658300062,a,1,0.5732776670047315,None,80.87623720799456,80.87629462499171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Paik,left,a,17,17,0,,,,,a,1,0.4927121250075288,None,,,,,,,,,,,,,,,,,,,0,17,17,22,,,,,,,,,,,,,81.12812999999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.62574087499524,81.63797229099146,81.63797229099146,81.86797812499572,,,,,,,,,,,,,,,,,81.1202600409888,81.12812999999733,81.12812999999733,81.12812999999733,81.62550899999042,a,1,0.4927121250075288,None,81.62564874999225,81.62570537500142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Itsumatsu,right,l,18,18,0,,,,,l,1,0.574702541998704,None,,,,,,,,,,,,,,,,,,,0,18,18,29,,,,,,,,,,,,,81.88002674999007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45972299999266,82.47176733300148,82.47176733300148,82.70107283299149,,,,,,,,,,,,,,,,,81.87221962500189,81.88002674999007,81.88002674999007,81.88002674999007,82.4594776659942,l,1,0.574702541998704,None,82.4596162079979,82.459685290989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Fujimoto,right,l,19,19,0,,,,,l,1,0.5793641670024954,None,,,,,,,,,,,,,,,,,,,0,19,19,37,,,,,,,,,,,,,82.7129312499892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.30697779099864,83.3165547499957,83.3165547499957,83.54136433299573,,,,,,,,,,,,,,,,,82.70514125000045,82.7129312499892,82.7129312499892,82.7129312499892,83.30675083299866,l,1,0.5793641670024954,None,83.3068855409947,83.30694162499276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Maeng,left,a,20,20,0,,,,,a,1,0.622513499998604,None,,,,,,,,,,,,,,,,,,,0,20,20,4,,,,,,,,,,,,,83.55330379099178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.19049979098781,84.1999283329933,84.1999283329933,84.42492308298824,,,,,,,,,,,,,,,,,83.54530133299704,83.55330379099178,83.55330379099178,83.55330379099178,84.1902703329979,a,1,0.622513499998604,None,84.1904061249952,84.19046366598923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kang,left,a,21,21,0,,,,,a,1,0.48529912500816863,None,,,,,,,,,,,,,,,,,,,0,21,21,19,,,,,,,,,,,,,84.43763770798978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.92672912499984,84.93887895799708,84.93887895799708,85.16732654099178,,,,,,,,,,,,,,,,,84.42903908299922,84.43763770798978,84.43763770798978,84.43763770798978,84.92648850000114,a,1,0.48529912500816863,None,84.92663504098891,84.92669245800062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Fukuyama,right,l,22,22,0,,,,,l,1,0.6064319590077503,None,,,,,,,,,,,,,,,,,,,0,22,22,39,,,,,,,,,,,,,85.17900745799125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.79305841599125,85.80534358299337,85.80534358299337,86.0343634999881,,,,,,,,,,,,,,,,,85.17126512499817,85.17900745799125,85.17900745799125,85.17900745799125,85.79282558299019,l,1,0.6064319590077503,None,85.79296416600118,85.79302179098886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Minakami,right,l,23,23,0,,,,,l,1,0.5809266670112265,None,,,,,,,,,,,,,,,,,,,0,23,23,47,,,,,,,,,,,,,86.04662424999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.63596662499185,86.6477152909938,86.6477152909938,86.87463095798739,,,,,,,,,,,,,,,,,86.03864149999572,86.04662424999697,86.04662424999697,86.04662424999697,86.63573183299741,l,1,0.5809266670112265,None,86.63587279099738,86.63593074999517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Choi,left,a,24,24,0,,,,,a,1,0.48409883299609646,None,,,,,,,,,,,,,,,,,,,0,24,24,15,,,,,,,,,,,,,86.8862683329935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.37649491599586,87.38847954099765,87.38847954099765,87.61765708299936,,,,,,,,,,,,,,,,,86.87829079099174,86.8862683329935,86.8862683329935,86.8862683329935,87.37626449999516,a,1,0.48409883299609646,None,87.37640295799065,87.37645895799506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
